Rev_Mean,mou_Mean,totmrc_Mean,da_Mean,ovrmou_Mean,ovrrev_Mean,vceovr_Mean,datovr_Mean,roam_Mean,rev_Range,mou_Range,totmrc_Range,da_Range,ovrmou_Range,ovrrev_Range,vceovr_Range,datovr_Range,roam_Range,change_mou,change_rev,drop_vce_Mean,drop_dat_Mean,blck_vce_Mean,blck_dat_Mean,unan_vce_Mean,unan_dat_Mean,plcd_vce_Mean,plcd_dat_Mean,recv_vce_Mean,recv_sms_Mean,comp_vce_Mean,comp_dat_Mean,custcare_Mean,ccrndmou_Mean,cc_mou_Mean,inonemin_Mean,threeway_Mean,mou_cvce_Mean,mou_cdat_Mean,mou_rvce_Mean,owylis_vce_Mean,mouowylisv_Mean,iwylis_vce_Mean,mouiwylisv_Mean,peak_vce_Mean,peak_dat_Mean,mou_peav_Mean,mou_pead_Mean,opk_vce_Mean,opk_dat_Mean,mou_opkv_Mean,mou_opkd_Mean,drop_blk_Mean,attempt_Mean,complete_Mean,callfwdv_Mean,callwait_Mean,drop_vce_Range,drop_dat_Range,blck_vce_Range,blck_dat_Range,unan_vce_Range,unan_dat_Range,plcd_vce_Range,plcd_dat_Range,recv_vce_Range,recv_sms_Range,comp_vce_Range,comp_dat_Range,custcare_Range,ccrndmou_Range,cc_mou_Range,inonemin_Range,threeway_Range,mou_cvce_Range,mou_cdat_Range,mou_rvce_Range,owylis_vce_Range,mouowylisv_Range,iwylis_vce_Range,mouiwylisv_Range,peak_vce_Range,peak_dat_Range,mou_peav_Range,mou_pead_Range,opk_vce_Range,opk_dat_Range,mou_opkv_Range,mou_opkd_Range,drop_blk_Range,attempt_Range,complete_Range,callfwdv_Range,callwait_Range,churn,months,uniqsubs,actvsubs,crtcount,rmcalls,rmmou,rmrev,totcalls,totmou,totrev,adjrev,adjmou,adjqty,avgrev,avgmou,avgqty,avg3mou,avg3qty,avg3rev,avg6mou,avg6qty,avg6rev,REF_QTY,tot_ret,tot_acpt,hnd_price,pre_hnd_price,phones,models,hnd_webcap,truck,mtrcycle,rv,occu1,ownrent,lor,dwlltype,marital,mailordr,age1,age2,wrkwoman,mailresp,children,adults,infobase,income,numbcars,cartype,HHstatin,mailflag,solflag,dwllsize,forgntvl,educ1,proptype,pcowner,ethnic,kid0_2,kid3_5,kid6_10,kid11_15,kid16_17,creditcd,car_buy,retdays,eqpdays,Customer_ID
83.495,256.5,83,0.495,0,0,0,0,0,1.98,813,0,1.98,0,0,0,0,0,-256.5,-0.495,3.333333333,0,2.666666667,0,36,0,162.3333333,0,59.66666667,0,121.6666667,0,0,0,0,40,0,141.2533333,0,60.69666667,4,2.16,6.666666667,10.14333333,147.3333333,0,168.9333333,0,32.66666667,0,33.01666667,0,6,162.3333333,121.6666667,0,4,6,0,4,0,28,0,133,0,132,0,100,0,0,0,0,82,0,120.09,0,158.41,5,2.99,17,28.32,166,0,215.82,0,64,0,62.68,0,7,133,100,0,9,1,52,3,2,999,999,999,999,7299,14648,4307.11,4162.52,14116,7077,83.25,282.32,141.54,342,208,84,299,169,84,999,999,999,79.98999023,29.98999023,4,2,WC,1,0,1,NA,O,15,S,M,B,44,42,NA,R,NA,5,M,7,1,A,C,NA,NA,A,0,999,A,NA,G,U,U,U,U,U,Y,New,999,709,1000134
70.19,797.25,60,0,43.25,8.65,8.65,0,0,27.68,304,0,0,108,21.6,21.6,0,0,-9.25,-9.39,7.666666667,0,4,0,35.33333333,0,187.6666667,0,168,0,145,0,0.333333333,1,0.773333333,74.33333333,0,195.8433333,0,300.8733333,22,20.73,3.333333333,9.836666667,238,0,387.51,0,70.66666667,0,109.2066667,0,11.66666667,187.6666667,145,0,0.333333333,1,0,9,0,37,0,48,0,41,0,19,0,1,3,2.32,28,0,23.45,0,175.26,14,23.13,6,15.71,47,0,189.4,0,8,0,28.29,0,9,48,19,0,1,0,49,1,1,1,999,999,999,17506,33967.03333,3637.23,3553.64,33680.03,17385,74.03,701.67,362.19,800,440,73,700,383,68,999,999,999,149.9899902,29.98999023,3,3,WCMB,1,0,0,4,O,5,S,M,NA,32,36,Y,NA,NA,3,M,5,999,B,C,NA,NA,A,0,999,NA,NA,N,U,U,U,U,U,Y,New,999,10,1000135
18,14.25,15,0,12,3,3,0,0,3,13,0,0,12,3,3,0,0,-7.25,-1.5,0,0,0.333333333,0,2,0,7,0,2.333333333,0,4.666666667,0,0,0,0,1.333333333,0,4.196666667,0,5.773333333,0,0,0.666666667,3.1,2.333333333,0,5.62,0,4.666666667,0,4.35,0,0.333333333,7,4.666666667,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,2,0,4.13,0,0.08,0,0,1,4.65,2,0,0.15,0,1,0,3.9,0,1,0,1,0,0,0,56,1,1,999,999,999,999,572,1057,1108.15,1083.83,1032,555,20.07,19.11,10.28,17,9,19,20,12,20,999,999,999,99.98999023,29.98999023,2,2,WCMB,1,1,0,2,O,10,S,M,B,54,52,NA,R,NA,2,M,7,1,B,C,NA,NA,A,0,999,A,NA,U,U,U,U,U,U,Y,New,999,234,1000136
58.8225,250,29.99,3.7125,72,21.6,21.6,0,0,33.54,159,0,1.98,107,32.1,32.1,0,0,49,11.4675,0.666666667,0,2.333333333,0,21.66666667,0,119,0,18,0,94.33333333,0,0,0,0,9.333333333,0,93.50333333,0,22.24666667,7.666666667,3.74,10,11.48666667,80.66666667,0,81.46,0,31.66666667,0,34.29,0,3,119,94.33333333,0,0,1,0,2,0,22,0,76,0,7,0,56,0,0,0,0,1,0,92.41,0,16.9,13,8.1,6,9.19,30,0,74.63,0,32,0,48.99,0,2,76,56,0,0,0,49,1,1,999,999,999,999,4529,8377.036667,2503.84,2467.38,8352.04,4510,52.5,177.7,95.96,234,138,55,203,113,47,999,999,999,199.9899902,29.98999023,4,4,WCMB,0,1,0,1,O,1,M,M,NA,34,32,NA,NA,NA,2,M,8,2,F,C,NA,NA,B,0,999,NA,NA,N,U,U,U,U,U,Y,New,999,296,1000137
30.8625,181,30,0.495,0,0,0,0,0.0975,2.52,261,0,1.98,0,0,0,0,0.39,-146,-0.8625,2.333333333,0,3.666666667,0,19.33333333,0,125.6666667,0,23.66666667,0,100.3333333,0,6.333333333,15,11.79,14.66666667,1.333333333,111.5366667,0,22.63,41.33333333,26.75666667,7.333333333,7.49,84,0,74.46,0,37.33333333,0,59.70666667,0,6,125.6666667,100.3333333,0,0.666666667,2,0,5,0,19,0,113,0,40,0,89,0,13,20,12.31,22,4,108.81,0,46.35,50,28.25,9,10.96,72,0,64.98,0,52,0,90.18,0,5,113,89,0,1,1,49,1,1,999,1,1,0.39,4152,6525.75,1597.31,1546.2,6424.75,4090,32.21,133.85,85.21,230,136,31,136,82,31,999,999,999,59.98999023,9.989997864,3,3,WCMB,0,0,0,NA,O,2,S,A,NA,32,28,NA,NA,NA,3,M,4,2,A,I,NA,NA,A,0,999,A,NA,I,U,U,U,U,U,Y,New,999,574,1000138
104.745,1166,75,5.445,0,0,0,0,0.5175,22.45,194,0,9.9,0,0,0,0,2.07,-119,-1.935,1.666666667,0,6.333333333,0,22.66666667,0,282.6666667,0,116,0,252,0,0,0,0,39.33333333,0,396.02,0,338.1033333,80,64.97333333,33,136.52,301.3333333,0,606.6566667,0,66.66666667,0,127.4666667,0,8,282.6666667,252,0,6.333333333,1,0,6,0,11,0,53,0,22,0,47,0,0,0,0,10,0,109.12,0,71.06,12,18.43,9,60.87,9,0,40.66,0,32,0,103.43,0,6,53,47,0,2,0,49,3,3,999,999,999,999,32995,82835.24,6721.36,6586.8,82467.24,32828,137.23,1718.07,683.92,1206,502,105,1275,506,124,999,999,999,59.98999023,29.98999023,5,4,WCMB,0,0,0,NA,NA,999,NA,U,NA,0,0,NA,NA,NA,999,NA,999,999,NA,NA,NA,NA,NA,0,999,NA,NA,N,U,U,U,U,U,N,UNKNOWN,999,710,1000139
83.9375,1276.25,84.99,0.2475,21.75,8.7,8.7,0,0,31.79,177,0,0.99,77,30.8,30.8,0,0,83.75,22.8425,7.333333333,0,7.333333333,0,10.66666667,0,152,0,166,0,130.3333333,0,0,0,0,27,0,283.3,0,723.5133333,15,12.97333333,2,6.516666667,211,0,759.9466667,0,81.66666667,0,246.87,0,14.66666667,152,130.3333333,0,3.333333333,6,0,5,0,10,0,95,0,24,0,80,0,0,0,0,20,0,107.64,0,46.16,7,12.85,4,11.45,106,0,200.38,0,16,0,138.9,0,4,95,80,0,6,1,53,2,1,999,999,999,999,20008,48539.06333,4701.1,4435.22,48387.06,19967,85.29,930.52,383.98,1248,299,76,1219,356,122,999,999,999,9.989997864,9.989997864,3,2,NA,0,0,0,5,O,7,S,M,NA,42,42,NA,NA,Y,3,M,6,2,NA,I,NA,NA,A,1,2,NA,NA,S,U,U,U,Y,U,Y,New,999,1053,1000140
22.555,56,16.99,0,1,0.45,0.45,0,0,1.8,85,0,0,4,1.8,1.8,0,0,48,1.225,0,0,0.666666667,0,0,0,20,0,6.666666667,0,19.33333333,0,0,0,0,4.333333333,0,22.70666667,0,8.573333333,2.666666667,2.366666667,2,1.75,16,0,23.35666667,0,10,0,7.923333333,0,0.666666667,20,19.33333333,0,0,0,0,2,0,0,0,6,0,5,0,8,0,0,0,0,4,0,16.54,0,7.09,1,1.75,3,3.81,3,0,2.53,0,6,0,6.92,0,2,6,8,0,0,1,55,1,1,999,999,999,999,901,1997,1104.32,1104.32,1933,873,21.65,37.9,17.12,40,22,22,57,24,25,999,999,999,29.98999023,999,1,1,NA,1,0,1,8,O,15,S,M,B,66,62,Y,R,N,5,M,6,2,F,C,N,NA,A,1,2,A,Y,S,U,U,U,U,U,Y,UNKNOWN,999,1672,1000141
157.76,1328.5,79.1575,3.96,343.25,102.975,102.975,0,0.585,60.46,213,86.67,3.96,182,54.6,54.6,0,1.17,-128.5,-2.75,23,0,0.666666667,0,25.66666667,0,382.6666667,0,127.6666667,0,339.3333333,0,0,0,0,67,0.333333333,622.1766667,0,280.1433333,66.33333333,79.35,3,5.25,334,0,685.6266667,0,97.66666667,0,216.6933333,0,23.66666667,382.6666667,339.3333333,0,0,6,0,1,0,1,0,72,0,34,0,67,0,0,0,0,18,1,57.04,0,181.95,27,19.26,3,5.11,32,0,293.16,0,30,0,115.82,0,6,72,67,0,0,0,49,3,3,999,999,999,999,11950,27570.02,3971.38,3696.36,27238.02,11776,99.9,736.16,318.27,1371,474,159,1295,455,148,999,999,999,79.98999023,29.98999023,3,2,WCMB,0,0,0,NA,NA,999,NA,U,NA,0,0,NA,NA,NA,999,NA,999,999,NA,NA,NA,NA,NA,0,999,NA,NA,H,U,U,U,U,U,N,UNKNOWN,999,616,1000142
260.805,3209.75,212.99,44.3025,0,0,0,0,0,84.74,1136,0,35.64,0,0,0,0,0,-421.75,-21.185,9.666666667,0,20.66666667,0,142,0,971.3333333,0,317.6666667,0,801.6666667,0,4.666666667,13.66666667,10.20666667,114.3333333,0.333333333,1394.973333,0,824.9166667,141.6666667,179.63,28,73.36,906.3333333,0,1779.326667,0,210.3333333,0,440.5633333,0,30.33333333,971.3333333,801.6666667,0,34.66666667,10,0,16,0,109,0,348,0,80,0,232,0,13,34,24.09,24,1,579.31,0,224.45,24,94.48,16,55.15,252,0,457.47,0,104,0,313.39,0,13,348,232,0,7,0,53,2,1,3,999,999,999,56029,126950.6833,11911.76,11799.31,126743.68,55932,226.91,2437.38,1075.62,3350,1201,268,3752,1341,324,999,999,999,149.9899902,149.9899902,11,6,WCMB,1,0,0,NA,NA,0,S,U,NA,40,0,NA,NA,NA,2,M,5,999,B,B,NA,NA,A,0,999,NA,NA,S,U,U,U,U,U,N,New,999,124,1000143
74.24,221.25,45,1.485,0,0,0,0,26.7425,44.35,425,0,3.96,0,0,0,0,42.92,-206.25,-28.07,7.666666667,0,5.333333333,0,22.66666667,0,133,0,27.33333333,0,99.33333333,0,0.666666667,6,5.933333333,19.33333333,0,99.97333333,0,17.37666667,17,10.74666667,8.666666667,6.8,93.66666667,0,90.39,0,31,0,26.96,0,13,133,99.33333333,0,0.666666667,4,0,2,0,22,0,42,0,8,0,14,0,1,9,8.9,14,0,11.26,0,6.77,9,6.28,1,4.86,25,0,1.11,0,3,0,16.92,0,6,42,14,0,1,1,55,2,1,999,67,131,44.09,19297,32950.25333,4133.51,4043.41,32629.25,19122,74.88,604.25,354.11,290,173,84,398,238,89,999,999,999,79.98999023,79.98999023,6,4,WCMB,1,0,1,1,NA,0,S,M,B,42,22,Y,R,NA,3,M,4,1,B,B,NA,NA,A,0,999,NA,NA,F,U,U,U,U,U,Y,New,999,826,1000144
36.39,65.5,29.99,0,0,0,0,0,0,22.5,229,0,0,0,0,0,0,0,-65.5,-6.4,0,0,0,0,0,0,1.666666667,0,0,0,1.666666667,0,0.666666667,1.333333333,0.8,0,0,0.823333333,0,0,0.666666667,0.023333333,0,0,1.666666667,0,0.823333333,0,0,0,0,0,0,1.666666667,1.666666667,0.333333333,0,0,0,0,0,0,0,4,0,0,0,4,0,2,4,2.4,0,0,2.45,0,0,1,0.05,0,0,4,0,2.45,0,0,0,0,0,0,4,4,1,0,1,51,1,1,999,999,999,999,15848,30841.09333,4425.28,4394.31,30841.09,15848,89.68,629.41,323.43,87,30,38,499,227,92,999,999,999,999,29.98999023,2,2,WC,0,0,0,NA,O,1,NA,U,NA,54,0,NA,NA,NA,1,M,7,999,NA,C,NA,NA,NA,0,999,NA,NA,S,U,U,U,U,U,Y,New,999,754,1000145
78.0675,641.25,75,0.7425,0,0,0,0,0,3.33,326,0,1.98,0,0,0,0,0,190.75,-0.1275,9.333333333,0,5,0,46.33333333,0,205.6666667,0,64.66666667,0,147.6666667,0,0,0,0,24.33333333,0.333333333,237.0933333,0,125.2966667,39.66666667,43.32333333,9.666666667,12.09666667,165.3333333,0,286.1733333,0,44.33333333,0,76.21666667,0,14.33333333,205.6666667,147.6666667,0,1.333333333,3,0,3,0,43,0,18,0,25,0,34,0,0,0,0,12,1,36.37,0,67.11,25,31.94,1,9.41,13,0,59.64,0,34,0,35.69,0,6,18,34,0,3,1,51,2,2,1,999,999,999,18446,39884.29,4271.11,4137.76,38956.29,18167,82.76,779.13,363.34,578,276,78,730,328,68,999,999,999,29.98999023,29.98999023,4,3,WC,1,0,1,NA,O,10,S,M,B,36,32,NA,R,Y,3,M,4,2,B,C,NA,NA,A,1,2,A,NA,H,U,U,Y,U,U,Y,New,999,285,1000146
50,153.75,50,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,-46.75,0,2.333333333,0,3.666666667,0,15,0,72.33333333,0,15.66666667,0,51.33333333,0,0,0,0,10.66666667,0,60.32666667,0,23.96666667,18,10.60666667,8.666666667,9.07,51,0,57.04666667,0,16,0,27.24666667,0,6,72.33333333,51.33333333,0,0,1,0,6,0,13,0,22,0,4,0,6,0,0,0,0,1,0,36.82,0,33.28,13,13.8,6,4.55,14,0,23.84,0,20,0,49.49,0,6,22,6,0,0,0,51,1,1,999,999,999,999,4090,10895,2091.04,1996.04,10801,4025,51.18,276.95,103.21,169,88,50,170,88,51,999,999,999,29.98999023,999,1,1,NA,0,0,0,1,O,7,M,M,B,50,0,Y,R,NA,1,M,7,1,F,C,NA,NA,J,0,999,NA,NA,N,U,U,U,U,U,Y,New,999,1565,1000147
106.3325,2205.5,84.99,1.2375,107,26.75,26.75,0,0,51.28,418,0,2.97,217,54.25,54.25,0,0,-102.5,-21.1925,19.33333333,0,11.33333333,0,53.33333333,0,349,0,411.6666667,0,275.3333333,0,11.33333333,13,8.456666667,205.6666667,1.333333333,564.6966667,0,901.6766667,56.33333333,55.32333333,43,160.9233333,455.3333333,0,697.3733333,0,221.3333333,0,768.9966667,0,30.66666667,349,275.3333333,0,32,15,0,7,0,17,0,90,0,45,0,62,0,14,15,8.46,26,3,44.53,0,209.82,6,19.64,32,69.99,54,0,110.03,0,36,0,91.74,0,21,90,62,0,10,1,53,1,1,999,999,999,999,26791,59100,4725.59,4649.03,58899,26662,89.4,1132.67,512.73,2240,722,113,2008,705,102,999,999,999,79.98999023,129.9899902,9,6,WCMB,0,0,0,NA,O,15,S,B,B,42,0,NA,R,NA,1,M,1,999,NA,B,NA,NA,A,0,999,NA,NA,U,U,U,U,U,U,Y,UNKNOWN,999,151,1000148
79.2825,425.5,75,4.2075,0,0,0,0,0,8.91,537,0,8.91,0,0,0,0,0,-235.5,-3.2925,3,0,3,0,33.33333333,0,166,0,48.33333333,0,127.6666667,0,0,0,0,21,0,265.6933333,0,130.53,26,20.11,4,11.76,160.6666667,0,385.6766667,0,14.33333333,0,10.54666667,0,6,166,127.6666667,0,1.333333333,0,0,3,0,35,0,108,0,32,0,70,0,0,0,0,12,0,161.06,0,79.14,9,5.94,0,6.78,106,0,240.07,0,4,0,0.13,0,3,108,70,0,2,1,55,1,1,3,999,999,999,17151,54187.15,4831.82,4560.67,54070.15,17117,84.46,1001.3,316.98,504,187,80,366,149,79,999,999,999,9.989997864,29.98999023,7,4,WCMB,0,1,0,NA,NA,3,M,B,NA,38,0,NA,NA,NA,1,M,6,1,A,C,NA,NA,B,0,999,NA,NA,S,U,U,U,U,U,Y,New,999,385,1000149
122.005,1806.5,75,15.5925,146.25,14.625,14.625,0,0.995,105.63,708,0,24.75,460,46,46,0,3.59,-155.5,-32.845,5,0,14,0,62.66666667,0,411.3333333,0.333333333,108.3333333,0,329.6666667,0.333333333,2,8,6.616666667,43.33333333,0.666666667,899.5366667,0.3,409.8866667,50,46.05,13,54.25,290.3333333,0,783.1733333,0,147.6666667,0.333333333,526.2466667,0.3,19,411.6666667,330,0,14.66666667,6,0,8,0,44,0,235,1,44,0,192,1,3,7,4.72,10,1,465.76,0.9,72.56,21,22.18,9,93.63,78,0,318.08,0,118,1,203.54,0.9,14,235,192,0,15,0,49,2,1,999,1,1,0.39,19531,54176.61667,4766.58,4468.99,54008.62,19457,93.1,1125.18,405.35,1858,557,133,1554,463,111,999,999,999,149.9899902,29.98999023,7,7,WCMB,999,999,999,NA,NA,999,NA,NA,NA,999,999,NA,NA,NA,999,NA,999,999,NA,NA,NA,NA,NA,999,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,69,1000150
34.99,43.75,44.99,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,-34.75,0,0.666666667,0,5.333333333,0,5.666666667,0,22.66666667,0,5.333333333,0,11,0,0.666666667,1.333333333,0.846666667,3,0,13.40333333,0,6.783333333,1.666666667,0.58,3,3.016666667,13,0,13.15,0,3.333333333,0,7.036666667,0,6,22.66666667,11,0,0,1,0,8,0,8,0,18,0,8,0,9,0,2,4,2.54,5,0,19.22,0,9.22,3,1.14,5,5.93,11,0,17.12,0,6,0,20.28,0,8,18,9,0,0,0,51,1,1,2,999,999,999,1067,1931,1357.06,1307.71,1884,1026,29.72,42.82,23.32,55,28,35,72,32,36,999,999,999,29.98999023,29.98999023,11,4,WC,0,0,0,NA,NA,999,NA,U,NA,0,0,NA,NA,NA,1,M,999,999,NA,A,NA,NA,NA,0,999,NA,NA,S,U,U,U,U,U,N,UNKNOWN,999,270,1000151
40.6825,270.75,44.99,0.2475,15,5.25,5.25,0,0.195,22.42,293,0,0.99,59,20.65,20.65,0,0.78,137.25,16.7275,9.333333333,0,3.333333333,0,15.66666667,0,79,0,17,0,53.33333333,0,0,0,0,5.666666667,0.333333333,141.7166667,0,40.68666667,6,6.75,0.666666667,4.083333333,52.66666667,0,136.68,0,15,0,45.72333333,0,12.66666667,79,53.33333333,0,0.333333333,6,0,5,0,5,0,56,0,20,0,58,0,0,0,0,8,1,164.86,0,63.53,11,8.73,2,12.25,66,0,161.86,0,22,0,66.53,0,11,56,58,0,1,1,53,1,1,999,999,999,999,3416,8373.163333,2114.12,2019.2,8306.16,3378,49.25,202.59,82.39,225,69,35,300,98,46,999,999,999,29.98999023,79.98999023,5,4,WCMB,1,0,0,NA,O,3,S,M,NA,42,38,NA,NA,Y,3,M,7,1,B,NA,NA,NA,A,0,999,NA,NA,N,U,Y,Y,U,U,Y,New,999,57,1000152
79.1775,724.75,74.99,4.2075,0,0,0,0,0,4.25,103,0,2.97,0,0,0,0,0,15.25,-1.8775,16.66666667,0,1.333333333,0,15.33333333,0,230.3333333,0,51.66666667,0,202.3333333,0,1,2.333333333,1.583333333,25.33333333,1,309.2033333,0,95.30333333,67.33333333,85.69333333,10.66666667,19.64333333,216.6666667,0,355.6166667,0,24.66666667,0,48.89,0,18,230.3333333,202.3333333,0,4,13,0,3,0,12,0,137,0,23,0,113,0,3,7,4.75,19,2,157.29,0,21.37,31,35.78,3,12.5,122,0,139.24,0,15,0,70.77,0,15,137,113,0,4,0,49,3,3,999,999,999,999,11651,27964.18667,4410.41,4273.57,27452.19,11451,89.03,571.92,238.56,720,287,80,689,271,78,999,999,999,59.98999023,9.989997864,7,5,WCMB,0,0,0,NA,NA,999,NA,U,NA,0,0,NA,NA,NA,999,NA,999,999,NA,NA,NA,NA,NA,0,999,NA,NA,S,U,U,U,U,U,N,UNKNOWN,999,626,1000153
120.38,1729.5,86.98,2.7225,182.75,22.425,16.2,6.225,0,50.12,1172,0,5.94,417,46.7,39.2,17.4,0,474.5,27.43,3,0,21.66666667,0,64.33333333,0,349.3333333,28.33333333,169.3333333,0,262.6666667,28.33333333,4,12.66666667,10.37333333,62.66666667,0,508.2133333,46.57333333,438.5766667,132.3333333,149.45,97.33333333,211.3866667,310.3333333,13,642.0566667,18.35,119.3333333,15.33333333,304.7333333,28.22333333,24.66666667,377.6666667,291,0,3.333333333,0,0,41,0,4,0,139,25,22,0,95,25,6,26,21.34,1,0,245.98,28.84,157.85,7,40.62,2,6.02,97,3,438.71,4.32,19,28,34.88,33.16,41,164,120,0,2,0,55,1,1,999,999,999,999,29114,77792.05,5810.38,5686.69,77588.05,29045,105.31,1436.82,537.87,1571,613,111,1486,628,115,1,999,999,499.9899902,149.9899902,8,4,WCMB,0,0,0,NA,NA,3,NA,S,NA,0,0,NA,NA,NA,3,M,3,1,E,A,NA,NA,NA,0,999,NA,NA,N,U,U,U,U,U,Y,UNKNOWN,999,241,1000154
27.245,0,27,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,-0.245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49,1,1,999,999,999,999,2820,4322,1733.22,1698.13,4291,2793,35.38,89.4,58.19,0,0,27,11,8,27,999,999,999,29.98999023,9.989997864,5,5,WC,1,0,0,NA,O,1,S,M,NA,40,38,NA,NA,Y,3,M,8,1,D,C,NA,NA,A,0,999,A,NA,G,Y,Y,U,U,U,Y,New,999,383,1000155
74.055,1299.5,75,0,0,0,0,0,0,117.77,472,0,0,0,0,0,0,0,186.5,-68.885,18,0,12,0,49,0,253.3333333,0,405.6666667,0,188.6666667,0,1.333333333,2.666666667,2.25,253.6666667,0,190.1633333,0,446.18,38.33333333,20.12666667,103.6666667,118.83,475.6666667,0,486.2,0,104.3333333,0,150.1466667,0,30,253.3333333,188.6666667,0,13.33333333,19,0,2,0,12,0,130,0,275,0,112,0,2,5,4.63,216,0,103.43,0,221.16,41,13.79,68,74.16,351,0,259.28,0,14,0,66.81,0,18,130,112,0,12,1,53,2,2,999,999,999,999,37445,62631,4350.65,4217.55,61403,36867,81.11,1180.83,708.98,1237,847,97,1579,1021,97,999,999,999,79.98999023,99.98999023,14,8,WCMB,0,0,0,NA,O,1,NA,U,NA,34,0,NA,NA,NA,2,M,5,999,NA,NA,NA,NA,NA,0,999,NA,NA,H,U,U,U,U,U,Y,UNKNOWN,999,107,1000156
96.04,545,59.99,0.66,110.6666667,44.25333333,43.73333333,0.52,1.136666667,133.75,1255,0,0.99,332,132.76,131.2,1.56,3.41,999,999,3.333333333,0,0,0,21,0,99,0,26.66666667,0,75,0,0,0,0,13.33333333,0,189.6533333,0,38.16333333,12,17.48333333,1.333333333,5.643333333,52.33333333,0,115.2933333,0,40,0,112.5233333,0,3.333333333,99,75,0,0.666666667,9,0,0,0,44,0,264,0,78,0,212,0,0,0,0,39,0,551.59,0,112.12,34,51.89,4,16.93,157,0,345.88,0,106,0,317.83,0,9,264,212,0,1,0,53,2,1,999,999,999,999,2438,7736,1409.27,1179.79,7727,2431,78.65,515.13,162.07,545,170,96,461,156,83,999,999,999,199.9899902,59.98999023,4,3,WCMB,0,0,0,NA,NA,999,NA,U,NA,0,0,NA,NA,NA,1,M,999,999,NA,A,NA,N,NA,0,999,NA,NA,N,U,U,U,U,U,N,UNKNOWN,999,109,1000157
56.025,557.25,50,0,60.25,6.025,6.025,0,0,18.9,313,0,0,189,18.9,18.9,0,0,48.75,-0.825,10.33333333,0,1.666666667,0,21,0,122.3333333,0,51.66666667,0,92.66666667,0,0,0,0,23,0,202.9566667,0,129.3633333,36,68.34666667,23,43.73333333,109.6666667,0,263.8866667,0,31.33333333,0,68.43333333,0,12,122.3333333,92.66666667,0,0.666666667,15,0,2,0,18,0,48,0,7,0,29,0,0,0,0,10,0,185.32,0,15.94,7,17.06,6,19.03,33,0,111.92,0,13,0,59.24,0,15,48,29,0,1,0,51,2,2,999,999,999,999,10231,28202,3067.2,2748.55,27690,10109,58.48,589.15,215.09,541,196,56,653,237,63,999,999,999,79.98999023,29.98999023,3,3,WC,1,0,1,8,O,11,S,M,B,58,58,NA,R,N,4,M,9,1,B,C,NA,NA,A,1,1,A,NA,S,U,U,U,U,U,Y,New,999,740,1000158
83.825,790.5,75,4.95,0,0,0,0,0,2.97,135,0,2.97,0,0,0,0,0,-60.5,0.875,33.33333333,0,7.666666667,0,30.66666667,0,299.3333333,0,188,0,239.3333333,0,1,61,60.85,108.3333333,0,328.64,0,197.0366667,57.66666667,34.29,4.333333333,4.48,396.6666667,0,509.8333333,0,19,0,15.84333333,0,41,299.3333333,239.3333333,0,8.666666667,16,0,9,0,6,0,43,0,38,0,32,0,3,183,182.55,28,0,209.73,0,18.48,20,22.05,2,2.79,36,0,189.07,0,9,0,2.99,0,21,43,32,0,7,1,51,1,1,999,999,999,999,38175,60027.15667,4153.88,4042.59,59754.16,37996,80.85,1195.08,759.92,811,539,83,973,608,82,999,999,999,29.98999023,79.98999023,6,4,WC,0,1,0,3,O,14,S,M,NA,46,44,NA,NA,Y,4,M,7,2,NA,C,NA,NA,A,0,999,A,Y,G,U,U,Y,Y,Y,Y,New,999,638,1000159
30.3225,218.75,30.3225,0,0,0,0,0,0,78.71,181,78.71,0,0,0,0,0,0,-57.75,-59.0325,1.666666667,0,0.666666667,0,23,0,82.66666667,0,8.666666667,0,57.66666667,0,2.666666667,21,19.95,4.666666667,0,189.5366667,0,12.58666667,6,3.596666667,0,0,40.33333333,0,85.31,0,25.33333333,0,116.8133333,0,2.333333333,82.66666667,57.66666667,0,0,2,0,1,0,12,0,50,0,25,0,49,0,7,62,59.5,13,0,167.01,0,36.83,6,6.5,0,0,42,0,66.8,0,30,0,137.04,0,3,50,49,0,0,0,51,2,2,999,999,999,999,2705,10130,2793.6,2704.46,10025,2678,54.09,200.5,53.56,238,72,50,201,60,51,999,999,999,79.98999023,29.98999023,2,2,WC,1,0,1,NA,O,12,S,U,NA,56,26,NA,NA,NA,6,M,6,1,C,NA,NA,NA,A,0,999,A,NA,O,U,U,U,U,U,Y,New,999,776,1000160
